pl_name,hostname,sy_dist,pl_rade,pl_bmasse,pl_orbper,pl_eqt,st_spectype,st_teff,st_mass,disc_year
"TOI-663 d","TOI-663",64.23080000,1.92000000,5.20000000,7.10272680000,482.00,"M1 V",3681.00,0.514000,2024
"HD 133131 A b","HD 133131 A",51.47360000,13.60000000,451.31860000,649.00000000000,,"G2 V",5799.00,0.950000,2016
"HD 133131 B b","HD 133131 B",51.29930000,13.30000000,794.57500000,5769.00000000000,,"G2 V",5805.00,0.930000,2016
"TOI-5082.01","TOI-5082",43.14060000,2.54811000,7.03000000,4.24012200000,1164.91,,5670.00,0.996650,2024
"HD 73344 b","HD 73344",35.26000000,2.88400000,10.48000000,15.61100000000,911.00,"F6 V",6252.60,1.200000,2024
"TOI-4527.01","TOI-4527",18.10370000,0.90866170,0.68900000,0.39944450000,1362.93,"M2V:",3702.00,0.483901,2024
"Kepler-1582 b","Kepler-1582",78.89060000,1.49000000,2.83000000,4.83817712000,354.00,,3208.00,0.280000,2016
"HD 63935 c","HD 63935",48.97390000,3.06451296,11.10000000,21.40270000000,619.59,,5513.00,0.940600,2021
"TOI-1710 b","TOI-1710",81.22710000,5.20315158,22.40000000,24.28337700000,602.99,"G5 V",5684.00,1.025800,2022
"HIP 97166 c","HIP 97166",65.95010000,2.75000000,8.00000000,16.43200000000,642.00,"K0 V",5216.00,0.934200,2021
"HIP 97166 b","HIP 97166",65.95010000,2.48013380,19.10000000,10.28891400000,701.66,"K0 V",5216.00,0.934200,2021
"K2-89 b","K2-89",86.03860000,0.61500000,0.17000000,1.09602600000,,,3691.00,0.347000,2016
"K2-116 b","K2-116",49.38550000,0.69000000,0.25700000,4.65541100000,,,4348.35,0.694512,2017
"K2-91 b","K2-91",62.57850000,1.10000000,1.37000000,1.41954900000,,,3622.00,0.292000,2016
"K2-72 c","K2-72",66.43210000,1.16000000,1.65000000,15.18903400000,,,3360.47,0.271365,2016
"HD 93963 A c","HD 93963 A",82.34320000,3.11976057,18.40000000,3.64513890000,1212.45,"G0 V",5908.00,1.084400,2022
"TOI-1451 b","TOI-1451",91.93620000,2.61143902,15.20000000,16.53794400000,723.33,,5801.00,1.002200,2024
"TOI-2267 d","TOI-2267 B",22.55000000,1.77000000,3.78000000,2.03446710000,422.00,"M6 V",3022.00,0.098900,2025
"GJ 1148 b","GJ 1148",11.01430000,11.90000000,96.70000000,41.38000000000,,"M5",3287.00,0.344045,2010
"GJ 1148 c","GJ 1148",11.01430000,9.71000000,68.06000000,532.58000000000,,"M5",3287.00,0.344045,2017
"HD 128717 b","HD 128717",73.63600000,12.10000000,6293.00245860,3420.00000000000,,,6210.00,1.212000,2025
"HD 17674 b","HD 17674",44.42640000,13.90000000,276.51210000,623.80000000000,,"G0 V",5904.00,0.980000,2017
"HD 42012 b","HD 42012",36.79840000,13.50000000,508.52800000,857.50000000000,,"K0",5405.00,0.830000,2017
"TOI-1776 b","TOI-1776",44.64700000,1.21612741,1.40000000,2.79986800000,1269.21,,5785.00,0.919600,2024
"HD 6061 b","HD 6061",67.62030000,2.42763557,10.00000000,5.25490000000,1075.31,,5934.00,1.026900,2023
"TOI-1443 b","TOI-1443",85.80340000,2.30381001,30.00000000,23.54067800000,520.66,,5224.00,0.766300,2024
"HD 59686 A b","HD 59686 A",89.27210000,12.70000000,2199.38360000,299.36000000000,,"K2 III",4658.00,1.900000,2016
"HD 34445 c","HD 34445",46.09070000,8.42000000,53.50000000,214.67000000000,,"G0 V",5836.00,1.070000,2017
"HD 25463 c","HD 25463",45.61810000,1.36354953,4.30000000,3.04405000000,1585.57,,6353.00,1.251000,2023
"HD 37124 c","HD 37124",31.66340000,14.10000000,207.22516000,885.50000000000,,"G4 V",5698.64,0.850000,2002
"HD 87646 b","HD 87646",73.58352000,12.40000000,3941.09200000,13.48100000000,,"G",5770.00,1.120000,2016
"HD 34445 g","HD 34445",46.09070000,13.60000000,120.60000000,5700.00000000000,,"G0 V",5836.00,1.070000,2017
"Wolf 1061 c","Wolf 1061",4.30592000,1.66000000,3.41000000,17.87190000000,,"M3.5",3342.00,0.294000,2015
"tau Cet h","tau Cet",3.60304000,1.19000000,1.83000000,49.41000000000,,"G8.5V",5310.00,0.783000,2017
"GJ 3293 b","GJ 3293",20.19030000,5.19000000,23.54000000,30.59870000000,,"M2.5",3466.00,0.420000,2015
"HD 219134 d","HD 219134",6.53127000,1.61000000,16.17000000,46.85900000000,410.50,"K3 V",4699.00,0.810000,2015
"HD 219134 g","HD 219134",6.53127000,3.28000000,10.80622000,94.20000000000,,"K3 V",4913.00,0.794000,2015
"rho CrB c","rho CrB",17.46710000,5.78000000,28.20000000,102.19000000000,448.10,"G0 V",5817.00,0.950000,2016
"GJ 3293 c","GJ 3293",20.19030000,4.87000000,21.09000000,122.61960000000,,"M2.5",3466.00,0.420000,2015
"HD 217107 b","HD 217107",20.06190000,13.60000000,459.57987652,7.12701660000,,"G",5622.00,1.045000,1998
"HD 9174 b","HD 9174",81.48930000,13.70000000,352.79130000,1179.00000000000,,"G8 IV",5577.00,1.030000,2016
"HD 23472 d","HD 23472",39.03410000,0.75000000,0.55000000,3.97664000000,909.00,"K4 V",4684.00,0.670000,2022
"HD 23472 b","HD 23472",39.03410000,2.00000000,8.32000000,17.66708700000,543.00,"K4 V",4684.00,0.670000,2019
"TOI-270 d","TOI-270",22.47930000,2.00000000,4.20000000,11.38194000000,383.00,"M3 V",3506.00,0.386000,2019
"HD 221585 b","HD 221585",55.85350000,13.50000000,511.70630000,1173.00000000000,,"G8 IV",5620.00,1.190000,2016
"K2-21 b","K2-21",83.64480000,1.84000000,4.04000000,9.32503800000,500.00,"M0.0",4222.06,0.676023,2015
"TOI-1736 c","TOI-1736",88.94820000,12.50000000,2800.00000000,571.25000000000,249.00,,5636.00,1.037300,2023
"TOI-757 b","TOI-757",60.34180000,2.50000000,10.50000000,17.46819000000,641.00,"K0 V",5278.00,0.800000,2024
"TOI-1011 b","TOI-1011",52.62000000,1.45000000,4.04000000,2.47049800000,1364.00,,5475.00,0.910000,2025
"HIP 116454 b","HIP 116454",62.44910000,2.46900000,9.70000000,9.10041570000,753.20,"K1",5048.00,0.800000,2014
"TOI-421 c","TOI-421",74.79690000,5.09000000,14.10000000,16.06754100000,635.00,"G9 V",5291.00,0.833000,2020
"HD 222076 b","HD 222076",91.15380000,13.50000000,495.81480000,871.00000000000,,"K0 III",4806.00,1.070000,2016
"HD 215152 d","HD 215152",21.59740000,,770.41605857,10.86499000000,,"K3 V",4935.00,0.770000,2018
"GJ 238 b","GJ 238",15.21420000,0.56600000,0.12600000,1.74469990000,758.00,"M2.5 V",3485.00,0.419300,2024
"HD 103197 b","HD 103197",57.14630000,5.83000000,28.60470000,47.84000000000,,"K1 V(P)",5250.00,0.800000,2009
"HD 109246 b","HD 109246",67.83490000,13.90000000,273.33380000,68.27000000000,,"G0 V",5844.00,1.200000,2010
"HD 183579 b","HD 183579",57.26510000,3.49000000,20.40000000,17.47129100000,752.00,"G2 V",5784.00,0.996000,2021
"HD 121504 b","HD 121504",41.65920000,13.60000000,479.92330000,63.33000000000,,"G2 V",6027.00,1.620000,2003
"L 98-59 e","L 98-59",10.61940000,1.49000000,2.82000000,12.82780000000,347.00,"M3 V",3415.00,0.292300,2021
"L 98-59 f","L 98-59",10.61940000,1.48000000,2.80000000,23.06400000000,285.00,"M3 V",3415.00,0.292300,2025
"TOI-1824 b","TOI-1824",59.43140000,2.74382690,16.00000000,22.80853300000,528.67,,5165.00,0.880100,2024
"TOI-286 b","TOI-286",59.22930000,1.42000000,4.53000000,4.51172440000,979.00,"K3 V",5152.00,0.832000,2024
"TOI-286 c","TOI-286",59.22930000,1.88000000,3.72000000,39.36182600000,475.00,"K3 V",5152.00,0.832000,2024
"HD 134987 b","HD 134987",26.18040000,13.50000000,511.70630000,258.17999000000,,"G5 V",5736.00,1.100000,1999
"HD 137388 b","HD 137388",40.48410000,9.32000000,63.56600000,330.00000000000,,"K2 IV",5181.00,0.680000,2011
"HD 177565 b","HD 177565",16.91790000,4.00000000,15.10000000,44.50500000000,,"G8V",5627.00,1.000000,2017
"TOI-2768 b","TOI-2768",78.45250000,2.63000000,7.41000000,1.50801000000,855.00,"M",4008.00,0.630000,2024
"TOI-5319 b","TOI-5319",61.17100000,2.83000000,8.40000000,4.07853000000,695.00,"M",3580.00,0.500000,2024
"TOI-1130 b","TOI-1130",58.26090000,3.66000000,19.80000000,4.07455400000,825.00,"K6-K7",4360.00,0.745000,2020
"HD 13931 b","HD 13931",47.39630000,13.20000000,889.91953960,4218.00000000000,,"G0",5867.00,1.300000,2009
"HD 142245 b","HD 142245",97.23050000,13.10000000,975.73810000,1299.00000000000,,"K0",4922.00,3.500000,2011
"Ross 128 b","Ross 128",3.37454000,1.11000000,1.40000000,9.86580000000,301.00,"M4",3192.00,0.168000,2017
"K2-321 b","K2-321",77.68880000,2.05124347,4.86000000,2.29797490000,830.00,,3750.00,0.578000,2020
"GJ 486 b","GJ 486",8.07426000,1.28900000,2.77000000,1.46712127000,696.30,"M3.5 V",3317.00,0.312000,2021
"HD 142415 b","HD 142415",35.53180000,13.50000000,530.77610000,386.29999000000,,"G1 V",5940.00,1.070000,2003
"L 168-9 b","L 168-9",25.14960000,1.63000000,4.07000000,1.40152604000,998.00,"M0.5 V",3842.00,0.614000,2020
"TOI-181 b","TOI-181",96.23380000,6.95590000,46.16870000,4.53200000000,895.10,"K",4994.00,0.822000,2023
"TOI-3884 b","TOI-3884",43.14480000,6.43000000,32.59000000,4.54458280000,441.00,"M4",3180.00,0.298000,2022
"HD 16141 b","HD 16141",37.78610000,10.90000000,82.63580000,75.52300000000,,"G5 IV",5757.00,1.110000,2000
"HD 162020 b","HD 162020",30.82480000,12.50000000,3127.44720000,8.42820000000,650.00,"K3 V",4723.00,0.420000,2002
"K2-209 b","K2-209",76.49860000,0.86850263,0.58600000,2.08061500000,,,4720.00,0.744790,2018
"16 Cyg B b","16 Cyg B",21.13970000,13.50000000,565.73740000,798.50000000000,,"G3 V",5750.00,1.080000,1996
"HD 215152 b","HD 215152",21.59740000,,565.41673605,5.75999000000,,"K3 V",4935.00,0.770000,2018
"GJ 86 b","GJ 86",10.78360000,12.90000000,1404.80860000,15.76491000000,,"K1V",5182.00,0.930000,1999
"TOI-6002 b","TOI-6002",32.02660000,1.65000000,3.36000000,10.90482100000,321.40,"M3.5+/-0.5",3229.00,0.210100,2024
"GJ 3138 b","GJ 3138",28.47120000,1.18000000,1.78000000,1.22003000000,,"M0",3717.00,0.681000,2017
"HD 7924 c","HD 7924",16.99220000,,1762.67634522,15.29900000000,583.60,"K0.5 V",5075.00,0.832000,2015
"BD-06 1339 c","BD-06 1339",20.26950000,8.38000000,53.00000000,125.94000000000,,"K7/M0 V",4324.00,0.700000,2013
"GJ 3323 b","GJ 3323",5.37484000,1.23000000,2.02000000,5.36360000000,,"M4",3159.00,0.164000,2017
"GJ 3138 d","GJ 3138",28.47120000,3.23000000,10.50000000,257.80000000000,,"M0",3717.00,0.681000,2017
"GJ 3323 c","GJ 3323",5.37484000,1.32000000,2.31000000,40.54000000000,,"M4",3159.00,0.164000,2017
"HD 191939 e","HD 191939",53.60890000,13.00000000,112.20000000,101.12000000000,390.00,"G9 V",5348.00,0.810000,2022
"TOI-469.01","TOI-469",68.19200000,3.41000000,9.10000000,13.63082050000,716.00,,5289.00,0.901000,2021
"GJ 273 b","GJ 273",5.92153500,1.51000000,2.89000000,18.64980000000,,"M3.5",3382.00,0.290000,2017
"TOI-1772.01","TOI-1772",97.75620000,2.90500000,8.78000000,8.05424687400,877.67,,5583.00,0.990000,2024
"GJ 3293 e","GJ 3293",20.19030000,1.63000000,3.28000000,13.25430000000,,"M2.5",3466.00,0.420000,2017
"TOI-1777.01","TOI-1777",79.76650000,2.24600000,5.67000000,14.65011197400,580.00,,5859.00,1.060000,2024
"GJ 3293 d","GJ 3293",20.19030000,2.67000000,7.60000000,48.13450000000,,"M2.5",3466.00,0.420000,2017
"HD 101581 c","HIP 56998",12.77810000,0.99000000,0.93700000,6.20401000000,747.00,"K4/5V",4675.00,0.653000,2025
"TOI-1301.01","TOI-1301",90.86930000,2.47700000,6.70000000,6.09640720900,737.36,,4820.00,0.770000,2024
"HD 102117 b","HD 102117",39.57920000,8.47000000,54.03110000,20.81330000000,,"G6 V",5655.00,1.060000,2005
"TOI-1799 b","TOI-1799",62.12740000,1.64200000,4.00000000,7.09457086500,922.72,,5690.00,1.010000,2024
"HD 40307 g","HD 40307",12.93630000,2.56000000,7.10000000,197.80000000000,255.00,"K2.5 V",4956.00,0.770000,2013
"HIP 57274 b","HIP 57274",25.86180000,,3359.44626199,8.13520000000,,"K4 V",4510.00,0.290000,2011
"HD 102195 b","HD 102195",29.33860000,14.20000000,130.31030000,4.11377000000,,"K0 V",5301.00,0.760000,2006
"TOI-2211.01","TOI-2211",70.29320000,1.56100000,3.06000000,3.09268675700,1056.92,,5253.00,0.900000,2024
"TOI-1467 b","TOI-1467",37.44180000,1.92000000,9.00000000,5.97114713000,506.07,,3834.00,0.489000,2024
"HD 2638 b","HD 2638",54.96210000,14.30000000,133.48860000,3.44420000000,,"K1 V",5186.00,0.770000,2005
"HD 290327 b","HD 290327",56.43300000,13.30000000,772.32690000,2443.00000000000,,"G8 V",5505.00,0.840000,2009
"HD 31253 b","HD 31253",58.14380000,14.10000000,197.05460000,466.00000000000,,"F8",6130.00,1.700000,2010
"TOI-406.01","TOI-406",31.05970000,2.08000000,6.57000000,13.17568200000,368.00,"M3",3392.00,0.408000,2024
"HD 77338 b","HD 77338",45.93500000,4.12000000,15.90000000,5.73610000000,,"K0 IV",5341.00,1.370000,2012
"TOI-1174 b","TOI-1174",94.63750000,2.56200000,32.00000000,8.95348768300,713.83,,5030.00,0.850000,2024
"HD 73344 d","HD 73344",35.26000000,13.20000000,810.46243785,5823.00000000000,,"F6 V",6148.00,1.190000,2025
"TOI-1739 b","TOI-1739",70.98190000,1.94600000,4.45000000,8.30334140600,755.55,,4814.00,0.780000,2024
"HD 6434 b","HD 6434",42.35800000,14.20000000,155.73670000,21.99800000000,,"G2/3 V",5769.00,1.100000,2003
"K2-239 c","K2-239",31.08490000,1.00000000,0.97200000,7.77500000000,427.00,"M3.0 V",3420.00,0.400000,2018
"K2-257 b","K2-257",64.00650000,0.83000000,0.49800000,1.60588000000,789.00,,3725.00,0.520000,2018
"K2-167 b","K2-167",80.89940000,2.36509493,6.50000000,9.97854100000,1220.00,"F7 V",6310.00,1.084000,2018
"K2-240 c","K2-240",72.91050000,1.80000000,3.89000000,20.52300000000,389.00,"M0.5 V",3810.00,0.580000,2018
"K2-240 b","K2-240",72.91050000,2.00000000,4.66000000,6.03400000000,586.00,"M0.5 V",3810.00,0.580000,2018
"HD 75289 b","HD 75289",29.11580000,14.20000000,155.73670000,3.50927000000,1260.00,"G0",6117.00,1.290000,1999
"HD 76700 b","HD 76700",60.88310000,9.60000000,66.74430000,3.97097000000,,"G6 V",5644.00,0.990000,2002
"TOI-6478 b","TOI-6478",38.60570000,4.60000000,19.20000000,34.00501900000,204.40,"M4.0+/-0.5",3230.00,0.230000,2025
"TOI-2285 b","TOI-2285",42.40900000,1.77000000,19.50000000,13.63510900000,358.00,,3491.00,0.454000,2021
"HD 222155 b","HD 222155",50.60780000,13.40000000,581.62598481,3999.00000000000,,"G2 V",5701.00,1.210000,2011
"TOI-771 b","TOI-771",25.27880000,1.36000000,2.47000000,2.32601550000,543.00,"M3",3370.00,0.220000,2024
"TOI-1453 c","TOI-1453",78.74150000,2.22400000,2.95000000,6.58869820000,819.80,,4975.00,0.715000,2025
"tau Cet e","tau Cet",3.60304000,1.81000000,3.93000000,162.87000000000,,"G8.5V",5310.00,0.783000,2017
"HD 35843 c","HD 35843",69.60260000,2.54000000,11.32000000,46.96220000000,479.00,,5666.00,0.940000,2025
"HD 89307 b","HD 89307",32.01040000,13.40000000,642.01338214,2166.00000000000,,"G0 V",5955.00,1.270000,2009
"TOI-561 c","TOI-561",85.79900000,2.86500000,5.93000000,10.77883800000,802.00,"G9 V",5342.00,0.806000,2020
"HAT-P-11 b","HAT-P-11",37.76470000,4.36000000,25.00000000,4.88800000000,838.00,"K4",4653.00,0.811000,2008
"HAT-P-11 c","HAT-P-11",37.76470000,13.20000000,851.78013076,3361.00000000000,,"K4",4653.00,0.811000,2018
"HR 858 c","HR 858",31.96400000,1.97900000,3.80000000,5.97386500000,1309.00,"F6 V",6354.00,1.204000,2019
"TOI-1266 b","TOI-1266",36.01180000,2.52000000,4.46000000,10.89450000000,415.00,"M2",3563.00,0.437000,2020
"TOI-2015 b","TOI-2015",47.34440000,3.30900000,9.20000000,3.34823700000,530.90,"M4 +/- 0.5",3297.00,0.304100,2023
"HD 191939 g","HD 191939",53.60890000,3.74000000,13.50000000,284.00000000000,278.00,"G9 V",5348.00,0.810000,2022
"HD 285507 b","HD 285507",45.02930000,13.80000000,311.47340000,6.08810000000,,"K4.5 V",4503.00,0.820000,2013
"HD 192263 b","HD 192263",19.63590000,14.20000000,177.98480000,24.35560000000,486.00,"K2 V",4976.00,0.660000,1999
"HD 210277 b","HD 210277",21.29850000,13.60000000,410.00070000,442.19000000000,,"G0 V",5538.00,1.010000,1998
"ups And b","ups And",13.40540000,14.00000000,218.53100000,4.61703300000,,"F8 V",6156.77,1.300000,1996
"HR 810 b","HR 810",17.31810000,12.70000000,1970.53612340,302.79999000000,,"G0V",6167.00,1.340000,1999
"TOI-4529 b","TOI-4529",28.38400000,1.77000000,4.90000000,5.87957700000,511.00,"M1.5 V",3697.00,0.482000,2026
"HD 141937 b","HD 141937",33.36220000,11.90000000,8714.85491994,653.21997000000,,"G2/G3 V",5870.00,1.090000,2002
"HD 212301 b","HD 212301",54.23040000,14.20000000,162.09330000,2.24571000000,,"F8 V",6239.00,1.550000,2005
"TOI-4364 b","TOI-4364",43.96620000,2.01000000,4.70000000,5.42401900000,488.00,"M4 V",3528.00,0.487000,2025
"HD 218566 b","HD 218566",28.82740000,9.32000000,63.56600000,225.70000000000,,"K3V",4730.00,0.760000,2010
"GJ 3090 c","GJ 3090",22.47510000,3.14000000,10.00000000,15.94070000000,407.20,"M2 V",3707.00,0.519000,2026
"TOI-270 b","TOI-270",22.47930000,1.28000000,1.48000000,3.35992000000,600.00,"M",3506.00,0.386000,2019
"HD 134060 b","HD 134060",24.01250000,3.16000000,10.10000000,3.26960000000,,"G3 IV",5966.00,1.095000,2019
"HD 20003 c","HD 20003",41.83160000,3.89000000,14.44000000,33.92390000000,,"G8 V",5494.00,0.875000,2019
"HD 20781 b","HD 20781",35.97150000,1.21000000,1.93000000,5.31350000000,,"K0 V",5256.00,0.700000,2019
"GJ 3779 b","GJ 3779",13.74300000,2.75000000,8.00000000,3.02320000000,,"M4.0 V",3324.00,0.270000,2018
"HD 21693 b","HD 21693",33.25500000,2.80000000,8.23000000,22.67860000000,,"G8 V",5430.00,0.800000,2019
"HD 21693 c","HD 21693",33.25500000,4.34000000,17.37000000,53.73570000000,,"G8 V",5430.00,0.800000,2019
"70 Vir b","70 Vir",17.90110000,12.60000000,2380.45000000,116.68800000000,,"G5V",5495.00,1.090000,1996
"K2-286 b","K2-286",76.14860000,2.10000000,5.06000000,27.35900000000,347.00,"M0 V",3926.00,0.640000,2018
"HD 51608 b","HD 51608",35.05530000,3.62000000,12.77000000,14.07260000000,,"G7 V",5358.00,0.800000,2019
"HD 51608 c","HD 51608",35.05530000,3.87000000,14.31000000,95.94460000000,,"G7 V",5358.00,0.800000,2019
"HD 159868 b","HD 159868",55.85030000,13.30000000,704.94694000,1184.10000000000,,"G5 V",5534.00,1.190000,2006
"HD 20781 e","HD 20781",35.97150000,3.83000000,14.03000000,85.50730000000,,"K0 V",5256.00,0.700000,2019
"HD 45184 c","HD 45184",21.95320000,2.91000000,8.81000000,13.13540000000,,"G1.5 V",5869.00,1.030000,2019
"HD 163607 c","HD 163607",67.78550000,13.30000000,699.54383000,1272.00000000000,,"G5",5522.00,1.120000,2010
"TOI-1468 c","TOI-1468",24.73990000,2.12600000,4.10000000,15.53247700000,338.10,"M3.0 V",3376.00,0.352700,2022
"TOI-1468 b","TOI-1468",24.73990000,1.40100000,3.04000000,1.88052010000,683.50,"M3.0 V",3376.00,0.352700,2022
"HD 185269 b","HD 185269",51.99170000,13.80000000,321.00830000,6.83776000000,,"G0 IV",5923.00,1.300000,2006
"HD 118203 b","HD 118203",92.25890000,12.77823800,680.15279098,6.13497790000,1361.00,"K0 IV",5742.00,1.270000,2005
"HD 20781 d","HD 20781",35.97150000,3.25000000,10.61000000,29.15800000000,,"K0 V",5256.00,0.700000,2019
"TOI-6894 b","TOI-6894",73.81310000,9.58367850,53.39517238,3.37077196000,417.90,,3007.00,0.207000,2025
"HD 200964 b","HD 200964",72.59220000,13.50000000,508.21017000,606.30000000000,,"G8 IV",4982.00,1.390000,2010
"HD 73534 b","HD 73534",83.33210000,13.70000000,353.42696000,1750.00000000000,,"G5",4917.00,1.160000,2008
"HD 88133 b","HD 88133",73.61230000,13.80000000,324.18660000,3.41488400000,,"G5",5392.00,1.260000,2004
"HD 96167 b","HD 96167",85.30060000,14.00000000,227.88411000,498.04000000000,,"G5",5733.00,1.270000,2009
"LHS 1903 e","LHS 1903",35.69170000,1.73200000,5.79000000,29.31773000000,333.00,"M",3664.00,0.538000,2026
"47 UMa b","47 UMa",13.79670000,13.20000000,804.08000000,1078.00000000000,,"G0V",5872.00,1.060000,1996
"HD 75784 c","HD 75784",85.43210000,12.80000000,1792.56120000,7900.00000000000,,"G5",4867.00,1.260000,2018
"GJ 96 b","GJ 96",11.93150000,4.67000000,19.66000000,73.94000000000,,"M2",3785.00,0.600000,2018
"TOI-1201 b","TOI-1201",37.88710000,2.41500000,6.28000000,2.49198630000,703.00,"M2.0 V",3476.00,0.512000,2021
"2MASS J12073346-3932539 b","2MASS J12073346-3932539",64.30800000,15.69257298,1652.70771640,,1163.00,"M8",2825.00,0.188001,2004
"HD 217107 c","HD 217107",20.06190000,12.90000000,1388.91013859,5138.70000000000,,"G",5622.00,1.045000,2005
"TYC 8998-760-1 c","TYC 8998-760-1",94.61770000,12.32990000,1906.98000000,,1240.00,"K3 IV",4573.00,1.000000,2020
"TOI-5716 b","TOI-5716",39.41220000,0.96000000,0.84000000,6.76630000000,400.00,,3436.00,0.190000,2025
"HD 94834 b","HD 94834",98.16090000,13.70000000,400.46580000,1576.00000000000,,"K0",4798.00,1.110000,2018
"HD 190360 b","HD 190360",16.00690000,13.50000000,533.95172376,2892.00000000000,150.00,"G",5552.00,0.991000,2003
"HD 190360 c","HD 190360",16.00690000,5.44000000,25.42627256,17.11730000000,,"G",5552.00,0.991000,2005
"HD 154345 b","HD 154345",18.28400000,13.70000000,376.94449070,3280.00000000000,,"G8",5468.00,0.890000,2006
"TOI-2076 e","TOI-2076",41.90910000,1.35500000,2.40000000,3.02234450000,1138.00,"K",5192.00,0.855700,2025
"TOI-2076 d","TOI-2076",41.90910000,3.43087751,29.00000000,35.12568600000,457.68,"K",5192.00,0.855700,2021
"HD 92788 b","HD 92788",34.65380000,13.00000000,1195.04080000,325.80300000000,,"G6 V",5744.00,1.150000,2000
"HD 50499 c","HD 50499",46.28450000,13.20000000,931.24190000,8619.90000000000,,"G1 V",6099.00,1.310000,2019
"GJ 15 A c","GJ 15 A",3.56228000,6.67000000,36.00000000,7600.00000000000,,"M1",3607.00,0.380000,2018
"TOI-2322 b","TOI-2322",59.86100000,0.99400000,2.31000000,11.30717000000,603.10,"K4",4664.00,0.703000,2025
"LSPM J2116+0234 b","LSPM J2116+0234",17.62970000,3.71000000,13.30000000,14.43990000000,,"M3.0 V",3475.00,0.430000,2019
"GJ 27.1 b","GJ 27.1",23.60620000,3.66000000,13.00000000,15.81900000000,,"M0.5 V",3542.00,0.530000,2014
"GJ 160.2 b","GJ 160.2",25.85570000,3.17000000,10.20000000,5.23540000000,,"M0 V",4347.00,0.690000,2014
"TOI-6054.02","TOI-6054",79.40700000,2.82000000,9.30000000,12.56363600000,1143.00,,6047.00,1.107000,2024
"GJ 682 b","GJ 682",5.00671000,1.93000000,4.40000000,17.47800000000,,"M3.5 V",3028.00,0.270000,2014
"TOI-2141 c","TOI-2141",77.68200000,2.35000000,6.14000000,5.46240000000,1095.00,,5635.00,0.896000,2025
"HD 117207 b","HD 117207",32.35470000,13.40000000,669.34662514,2621.75000000000,,"G7 IV-V",5732.00,1.053000,2004
"HD 114729 b","HD 114729",37.80630000,13.90000000,262.20975000,1121.79000000000,,"G0 V",5844.00,0.936000,2002
"HD 126525 b","HD 126525",37.65060000,10.30000000,75.32571000,960.41000000000,,"G4 V",5638.00,0.897000,2018
"TOI-6000 b","TOI-6000",75.76640000,0.94000000,0.77900000,0.44895900000,1120.00,,3419.00,0.370000,2025
"HD 143361 b","HD 143361",68.51460000,12.90000000,1382.55357045,1039.15000000000,,"G6 V",5507.00,0.968000,2008
"HD 152079 b","HD 152079",87.88880000,13.20000000,845.74563000,2918.92000000000,,"G6 V",5907.00,1.147000,2009
"HD 63433 b","HD 63433",22.40350000,2.14000000,21.75500000,7.10794750000,967.11,"G5 V",5553.00,0.956000,2020
"LP 791-18 d","LP 791-18",26.49270000,1.03200000,0.91000000,2.75485000000,395.50,"M(6.1 +/- 0.7) V",2960.00,0.139000,2023
"TOI-1898 b","TOI-1898",79.66820000,9.39553231,129.00000000,45.52234000000,674.54,,6241.00,1.248400,2024
"HD 28471 c","HD 28471",43.64550000,2.26000000,5.72000000,6.12450000000,1066.00,"G5 V",5766.00,0.980000,2025
"HD 28471 d","HD 28471",43.64550000,2.06000000,4.91000000,11.68100000000,945.00,"G5 V",5766.00,0.980000,2025
"HD 211970 b","HD 211970",13.12770000,3.66000000,13.00000000,25.20100000000,,"K7 V",4127.00,0.610000,2019
"HIP 35173 b","HIP 35173",33.15620000,3.61000000,12.70000000,41.51600000000,,"K2 V",4881.00,0.790000,2019
"HD 190647 b","HD 190647",54.47380000,13.40000000,630.89255000,1176.45000000000,,"G5 V",5656.00,1.069000,2007
"HD 23127 b","HD 23127",93.85550000,13.50000000,485.32641000,1211.17000000000,,"G2 V",5843.00,1.208000,2006
"HD 4208 b","HD 4208",34.19370000,13.90000000,257.44230000,832.97000000000,,"G7 V Fe-1 CH-0.5",5717.00,0.883000,2001
"K2-146 b","K2-146",79.30020000,2.05000000,5.77000000,2.64460000000,534.00,"M3.0 V",3385.00,0.331000,2018
"HD 8326 b","HD 8326",30.68620000,9.58000000,66.60000000,158.99100000000,,"K2 V",4914.00,0.800000,2019
"HIP 54373 b","HIP 54373",18.71680000,2.87000000,8.62000000,7.76000000000,,"K5 V",4021.00,0.570000,2019
"HD 85426 c","TOI-1774",53.97400000,3.19000000,10.30000000,35.73000000000,640.00,,5746.00,0.991000,2026
"55 Cnc B c","55 Cnc B",12.47730000,2.16000000,5.30000000,33.74700000000,,"M4.5 V",3286.00,0.260000,2025
"HIP 54373 c","HIP 54373",18.71680000,3.57000000,12.44000000,15.14400000000,,"K5 V",4021.00,0.570000,2019
"HD 220689 b","HD 220689",46.87780000,13.70000000,381.39408840,2266.40000000000,,"G3 V",5921.00,1.016000,2012
"TOI-2093 c","TOI-2093",82.79820000,2.30000000,15.80000000,53.81149000000,329.00,"K5 V",4426.00,0.745000,2025
"TOI-756 c","TOI-756",86.17590000,13.00000000,1287.20504835,149.40000000000,194.00,"M1 V",3657.00,0.505000,2025
"HD 52265 b","HD 52265",29.98030000,13.70000000,384.57430000,119.27000000000,405.00,"G0V",6136.00,1.204000,2000
"TOI-2093 b","TOI-2093",82.79820000,3.25000000,10.60000000,12.83600000000,535.00,"K5 V",4426.00,0.745000,2025
